filename,file_type,plasmid_name,plasmid_accession,contig,pctId,coverage,hit_len,template_length,subj_start,subj_end,query_start,query_end,read_len,contig_cover,contig_len
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,Col(IMGS31),NC011406,NODE_186_length_2667_cov_37.819324_component_26:1677..1874:Col(IMGS31)_1__NC_011406:99.494949,99.49,                                  100.0,198,198,1677,1874,                                  1,198,1000000,37.819324,2667.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,Col440I,CP023920,NODE_191_length_2575_cov_25.220049_component_0:440..553:Col440I_1__CP023920:92.982456,92.98,                                  100.0,114,114,440,553,                                  1,114,1000000,25.220049,2575.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,Col(MGD2),NC003789,NODE_198_length_2389_cov_3.785273_component_0:1394..1496:Col(MGD2)_1__NC_003789:75.735294,100.0,                                  75.74,103,136,1394,1496,                                  1,103,1000000,3.785273,2389.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_213_length_2028_cov_24.798637_component_0:1266..1396:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,1266,1396,                                  1,131,1000000,24.798637,2028.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,Col440I,CP023920,NODE_218_length_1952_cov_4.192245_component_0:22..132:Col440I_1__CP023920:92.105263,94.59,                                  97.37,111,114,22,132,                                  1,111,1000000,4.192245,1952.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_225_length_1870_cov_27.873070_component_0:44..174:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,44,174,                                  1,131,1000000,27.87307,1870.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_27_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_320_length_769_cov_25.112654_component_0:110..240:Col(pHAD28)_1__KU674895:90.215128,90.91,                                  99.24,132,131,110,240,                                  1,131,1000000,25.112654,769.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,pKPC-CAV1321,CP011611,NODE_34_length_51740_cov_29.626068:8025..8620:pKPC-CAV1321_1__CP011611:100.000000,100.0,                                  100.0,596,596,8025,8620,                                  1,596,1000000,1000000,51740.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,IncFIB(K),JN233704,NODE_77_length_18822_cov_29.007861:4380..4939:IncFIB(K)_1__JN233704:99.821429,99.82,                                  100.0,560,560,4380,4939,                                  1,560,1000000,1000000,18822.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,IncFII,AY458016,NODE_105_length_10135_cov_28.655782:8541..8801:IncFII_1__AY458016:99.616858,99.62,                                  100.0,261,261,8541,8801,                                  1,261,1000000,1000000,10135.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_114_length_8677_cov_12.105423:2334..2464:Col(pHAD28)_1__KU674895:90.215128,90.91,                                  99.24,132,131,2334,2464,                                  1,131,1000000,1000000,8677.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(MGD2),NC003789,NODE_137_length_5294_cov_9.423159:2262..2362:Col(MGD2)_1__NC_003789:67.647059,91.09,                                  74.26,101,136,2262,2362,                                  1,101,1000000,1000000,5294.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_138_length_5228_cov_5.053848:116..225:Col440I_1__CP023920:92.105263,95.45,                                  96.49,110,114,116,225,                                  1,110,1000000,1000000,5228.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_139_length_5222_cov_9.085277:4754..4884:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,4754,4884,                                  1,131,1000000,1000000,5222.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_145_length_4884_cov_3.438169:158..271:Col440I_1__CP023920:96.491228,96.49,                                  100.0,114,114,158,271,                                  1,114,1000000,1000000,4884.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_152_length_4536_cov_7.339298:88..218:Col(pHAD28)_1__KU674895:100.000000,100.0,                                  100.0,131,131,88,218,                                  1,131,1000000,1000000,4536.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_152_length_4536_cov_7.339298:2003..2131:Col(pHAD28)_1__KU674895:94.656489,96.12,                                  98.47,129,131,2003,2131,                                  1,129,1000000,1000000,4536.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_153_length_4465_cov_8.107965:123..253:Col(pHAD28)_1__KU674895:91.603053,91.6,                                  100.0,131,131,123,253,                                  1,131,1000000,1000000,4465.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_157_length_4303_cov_18.655667:2907..3037:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,2907,3037,                                  1,131,1000000,1000000,4303.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_158_length_4263_cov_3.962578:4119..4249:Col(pHAD28)_1__KU674895:94.656489,94.66,                                  100.0,131,131,4119,4249,                                  1,131,1000000,1000000,4263.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(IRGK),AY543071,NODE_166_length_3437_cov_7.763571:2135..2318:Col(IRGK)_1__AY543071:100.000000,100.0,                                  100.0,184,184,2135,2318,                                  1,184,1000000,1000000,3437.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_173_length_3183_cov_4.596669:2983..3096:Col440I_1__CP023920:100.000000,100.0,                                  100.0,114,114,2983,3096,                                  1,114,1000000,1000000,3183.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_174_length_3171_cov_6.020328:3060..3171:Col440I_1__CP023920:90.350877,91.96,                                  98.25,112,114,3060,3171,                                  3,114,1000000,1000000,3171.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(IMGS31),NC011406,NODE_182_length_2667_cov_12.463865:2194..2391:Col(IMGS31)_1__NC_011406:99.494949,99.49,                                  100.0,198,198,2194,2391,                                  1,198,1000000,1000000,2667.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_183_length_2648_cov_3.044321:22..131:Col440I_1__CP023920:88.596491,91.82,                                  96.49,110,114,22,131,                                  1,110,1000000,1000000,2648.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_188_length_2469_cov_29.737649:1620..1750:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,1620,1750,                                  1,131,1000000,1000000,2469.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_195_length_2295_cov_7.375805:252..365:Col440I_1__CP023920:92.982456,92.98,                                  100.0,114,114,252,365,                                  1,114,1000000,1000000,2295.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_216_length_1962_cov_5.396524:32..142:Col440I_1__CP023920:92.105263,94.59,                                  97.37,111,114,32,142,                                  1,111,1000000,1000000,1962.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_223_length_1867_cov_2.306415:1..126:Col(pHAD28)_1__KU674895:89.312977,92.86,                                  96.18,126,131,1,126,                                  4,129,1000000,1000000,1867.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(MGD2),NC003789,NODE_229_length_1767_cov_1.416160:878..980:Col(MGD2)_1__NC_003789:75.735294,100.0,                                  75.74,103,136,878,980,                                  1,103,1000000,1000000,1767.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(pHAD28),KU674895,NODE_237_length_1659_cov_2.851756:437..565:Col(pHAD28)_1__KU674895:90.839695,92.25,                                  98.47,129,131,437,565,                                  1,129,1000000,1000000,1659.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440II,CP023921,NODE_586_length_830_cov_2.712271:182..462:Col440II_1__CP023921:90.425532,90.75,                                  99.65,281,282,182,462,                                  2,282,1000000,1000000,830.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col(Ye4449),FJ696405,NODE_656_length_770_cov_1.063174:451..644:Col(Ye4449)_1__FJ696405:91.237113,91.24,                                  100.0,194,194,451,644,                                  1,194,1000000,1000000,770.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_89_genome.fasta,short,Col440I,CP023920,NODE_2200_length_419_cov_0.724832:4..117:Col440I_1__CP023920:96.491228,96.49,                                  100.0,114,114,4,117,                                  1,114,1000000,1000000,419.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_2_length_14925_cov_9.864226_component_0:14185..14315:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,14185,14315,                                  1,131,1000000,9.864226,14925.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,Col440I,CP023920,NODE_2_length_14925_cov_9.864226_component_0:3..116:Col440I_1__CP023920:95.614035,95.61,                                  100.0,114,114,3,116,                                  1,114,1000000,9.864226,14925.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,IncP6,JF785550,NODE_4_length_12021_cov_2.784202_component_2:3677..4482:IncP6_1__JF785550:99.627792,99.63,                                  100.0,806,806,3677,4482,                                  1,806,1000000,2.784202,12021.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_13_length_4193_cov_10.122544_component_5:1810..1940:Col(pHAD28)_1__KU674895:91.603053,91.6,                                  100.0,131,131,1810,1940,                                  1,131,1000000,10.122544,4193.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_14_length_3541_cov_10.640058_component_4:2055..2185:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,2055,2185,                                  1,131,1000000,10.640058,3541.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,Col(IMGS31),NC011406,NODE_19_length_2667_cov_16.062058_component_17:1228..1425:Col(IMGS31)_1__NC_011406:99.494949,99.49,                                  100.0,198,198,1228,1425,                                  1,198,1000000,16.062058,2667.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_21_length_2110_cov_8.775264_component_4:1990..2107:Col(pHAD28)_1__KU674895:81.679389,90.68,                                  90.08,118,131,1990,2107,                                  14,131,1000000,8.775264,2110.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/AL_5_plasmid.fasta,short,Col(pHAD28),KU674895,NODE_23_length_2037_cov_63.516701_component_19:1292..1422:Col(pHAD28)_1__KU674895:100.000000,100.0,                                  100.0,131,131,1292,1422,                                  1,131,1000000,63.516701,2037.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,IncFIB(K)(pCAV1099-114),CP011596,NODE_69_length_21606_cov_28.863021:7932..8491:IncFIB(K)(pCAV1099-114)_1__CP011596:99.821429,99.82,                                  100.0,560,560,7932,8491,                                  1,560,1000000,1000000,21606.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col440II,CP023921,NODE_86_length_11597_cov_21.889160:7383..7664:Col440II_1__CP023921:97.872340,97.87,                                  100.0,282,282,7383,7664,                                  1,282,1000000,1000000,11597.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col(pHAD28),KU674895,NODE_86_length_11597_cov_21.889160:1896..2026:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,1896,2026,                                  1,131,1000000,1000000,11597.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col(pHAD28),KU674895,NODE_86_length_11597_cov_21.889160:11442..11572:Col(pHAD28)_1__KU674895:90.839695,90.84,                                  100.0,131,131,11442,11572,                                  1,131,1000000,1000000,11597.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col440II,CP023921,NODE_98_length_8277_cov_24.790216:1459..1739:Col440II_1__CP023921:90.425532,90.75,                                  99.65,281,282,1459,1739,                                  2,282,1000000,1000000,8277.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col440I,CP023920,NODE_98_length_8277_cov_24.790216:727..840:Col440I_1__CP023920:95.614035,95.61,                                  100.0,114,114,727,840,                                  1,114,1000000,1000000,8277.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col440I,CP023920,NODE_98_length_8277_cov_24.790216:5943..6052:Col440I_1__CP023920:90.350877,93.64,                                  96.49,110,114,5943,6052,                                  1,110,1000000,1000000,8277.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col440I,CP023920,NODE_105_length_6341_cov_35.866559:5562..5671:Col440I_1__CP023920:92.982456,96.36,                                  96.49,110,114,5562,5671,                                  2,111,1000000,1000000,6341.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,IncFII(K),CP000648,NODE_125_length_4656_cov_29.241235:831..978:IncFII(K)_1__CP000648:98.648649,98.65,                                  100.0,148,148,831,978,                                  1,148,1000000,1000000,4656.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col(pHAD28),KU674895,NODE_142_length_4177_cov_28.431953:183..313:Col(pHAD28)_1__KU674895:92.366412,92.37,                                  100.0,131,131,183,313,                                  1,131,1000000,1000000,4177.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,IncFIA(HI1),AF250878,NODE_154_length_3834_cov_29.493132:2886..3273:IncFIA(HI1)_1__AF250878:96.649485,96.65,                                  100.0,388,388,2886,3273,                                  1,388,1000000,1000000,3834.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col(pHAD28),KU674895,NODE_209_length_3152_cov_26.865391:183..313:Col(pHAD28)_1__KU674895:93.129771,93.13,                                  100.0,131,131,183,313,                                  1,131,1000000,1000000,3152.0
/scratch/alopatki_lab/Sharma/Project-6/processed_data/processed_all_090323-flat_fasta/KH2_27_genome.fasta,short,Col440I,CP023920,NODE_286_length_2632_cov_14.682597:773..882:Col440I_1__CP023920:88.596491,91.82,                                  96.49,110,114,773,882,                                  1,110,1000000,1000000,2632.0
